Title,Author,Description,Publishment_year,Num_of_pages,Bio-description 
"
Etyka. Przewodnik Krytyki Politycznej
",['Alain Badiou'],"Problemy etyczne stały się chlebem powszednim społeczeństw Zachodu. O komisjach bioetycznych, prawach człowieka, etycznych ocenach XX-wiecznych totalitaryzmów i dzisiejszych wojnach prowadzonych w imię „krzewienia demokracji” informują każdego dnia dzienniki na całym świecie. Rozwiązywanie problemów etycznych to nasze ulubione zajęcie, niezależnie od tego, czy chodzi o nędzę u nas i w Trzecim Świecie, wolny Tybet, czy małżeńskie zdrady.  Skąd biorą się te dylematy? Czy stojący za nimi projekt filozoficzny naprawdę pomaga je rozwiązać? Czy wizja człowieka jako ofiary wystawionej na działanie czającego się zewsząd Zła daje nam do ręki mocne etyczne zasady, czy tylko lęk przed wszystkim, co nowe? Alain Badiou na przekór moralizującym obrońcom praw człowieka, strażnikom tradycyjnych wartości i rzecznikom „szacunku wobec różnic” proponuje całkiem nową wizję etyki - etyki odwołującej się do prawdy i wierności. ",0,136,"[[""Alain Badiou (1937) - francuski filozof, pisarz i dramaturg. Autor takich dzieł jak L'etre et l'événement, L'ethique czy Logiques des mondes, jest obecnie jednym z najsłynniejszych i najczęściej komentowanych filozofów francuskich, a jego książka poświęcona świętemu Pawłowi stanowi bodaj najlepsze wprowadzenie w obręb jego filozofii. Debiutował w roku 1964 powieścią Almagestes i mimo że większość jego późniejszej twórczości wypełniają dzieła filozoficzne, to pozostał czynnym prozaikiem i dramaturgiem a nawet librecistą operowym (L'Echarpe rouge, 1979). Jest też aktywnym działaczem politycznym: protestował przeciw wojnie w Algierii, w 1969 roku współtworzył maoistowską Groupe pour la Fondation de l'Union des Communistes de France Marxistes Léninistes, a w roku 1985 L'Orga nisation Politique, w której ramach działa do dziś. Wśród swoich najistotniejszych wpływów teoretycznych wymienia Jeana-Paula Sartre'a, Louisa Althussera, Jacquesa Lacana oraz matematyków, twórców teorii mnogości: Georga Cantora i Paula Cohena. Jego najważniejszym dziełem jest wydana w 1988 roku książka L'etre et l'evenement, w roku 2006 ukazała się jej druga część zatytułowana La logiques des mondes. Jest też autorem takich prac jak Théorie du sujet (1982), Peut-on penser la politique?(1985) L'Éthique (1993). Aktywnie wypowiada się na bieżące tematy społeczno-polityczne (Circonstances, t. 1-3, 2003-2005).""]]"
"
Gender. Przewodnik Krytyki Politycznej
",['Opracowanie Zbiorowe'],"Gender – najpopularniejsze słowo ostatniego sezonu 2013/2014. Dla jednych niewinne pojęcie socjologiczne, dla innych ideologia gorsza od nazizmu i komunizmu. Podobno wysadza dzieci z płci biologicznej, rozbija rodziny, niszczy podstawy cywilizacji. Ale czy rzeczywiście? Uważamy, że nie. Płci biologicznej nie da się zmienić, można ją co najwyżej skorygować. Dzięki prawu osób homoseksualnych do zakładania rodzin będzie ich jeszcze więcej. A podstawą cywilizacji jest zdolność wzajemnego zrozumienia. Ciągle wierzymy, że jest to możliwe. Dlatego wydajemy ten przewodnik.",2014,392,[['']]
"
Globalny ład. Zmiany klimatu a powstanie nowej...
",['Nicholas Stern'],"Walka z globalnym ociepleniem to nie zabawa szalonych naukowców na koszt obywateli ani fanaberia „kawiorowej lewicy”. Wybitny teoretyk ekonomii rozwoju, Nicholas Stern, to pragmatyk i realista – pokazuje wymierne koszty zmiany klimatu i oblicza, że zaniechanie przeciwdziałań może nas wszystkich kosztować pokaźną część globalnego PKB. Więcej gazów cieplarnianych w atmosferze oznacza nie tylko powodzie, tornada, tsunami i susze, nie tylko brak wody i widmo klęski głodu w Azji czy Afryce. To także katastrofa światowej gospodarki, załamanie dobrobytu państw Zachodu, rosnące nierówności w skali planety i pogłębiona nędza miliardów ludzi. Obecny model gospodarczy, oparty na eksploatacji zasobów i przerzucaniu kosztów zewnętrznych na kraje Południa, wyczerpał się. Konieczny jest — jak pisze Stern — nowy ład globalny, który pozwoli dokonać gigantycznej zmiany całej gospodarki. Zielona energia to najważniejszy instrument w realizacji tego zadania, a zarazem szansa na nowy impuls rozwojowy dla krajów zacofanych. Problemy klimatu i gospodarki wiążą się ściśle ze sobą — da się je przezwyciężyć, ale sam wolny rynek tego nie załatwi. Bez interwencji politycznej nie ma szans na wyjście z kryzysu środowiska i kapitalizmu. Nicholas Stern nie ma wątpliwości, że ciężar kosztów zielonej rewolucji technologicznej, społecznej i gospodarczej muszą ponieść państwa wysoko rozwinięte. Nie tylko dlatego, że tak jest sprawiedliwiej. Także dlatego, że bez ich wsparcia Południe nie zdoła włączyć się w nurt wielkiej zmiany, a to właśnie kondycja jego mieszkańców zadecyduje o przyszłości globu. Globalny ład to spójna, fachowa i przystępna opowieść o wielkim projekcie politycznym. Jednym z niewielu, jakie dziś mierzą się z najważniejszymi pytaniami polityki: „jak jest?” i „co robić?”.",2010,264,"[['Nicholas Stern (1946)\u2009—\u2009ekonomista i wykładowca London School of Economics; w latach 2000\u2009–\u20092003 główny ekonomista Banku Światowego; w latach 2005\u2009–\u20092007 doradca rządu brytyjskiego ds. klimatu; od 2007 członek Izby Lordów. Zajmuje się ekonomią rozwoju i ekonomią zmian klimatycznych. W roku 2006 opublikował głośny raport nt. ekonomii zmiany klimatu, w którym postulował regulację emisji gazów cieplarnianych na poziomie globalnych przy użyciu mechanizmów ekonomicznych. Jest uważany za jednego z najbardziej wpływowych ekonomistów świata.foto:']]"
"
Głosy wśród nocy
",['Stanisław Brzozowski'],"Głosy wśród nocy to ostatnia książka Stanisława Brzozowskiego. I choć uznawana jest za jedną z najważniejszych w dorobku autora, nie była nigdy wznawiana od pierwszego wydania w 1912 roku. Najwyższy czas, aby przypomnieć ją polskiemu czytelnikowi. Twórczość Brzozowskiego były jedną z największych intelektualnych inspiracji dla kolejnych pokoleń polskiej inteligencji zaangażowanej. O Brzozowskim pisali m.in. Andrzej Stawar (O Brzozowskim, Warszawa 1961), Czesław Miłosz (Człowiek wśród skorpionów, Paryż 1962), Andrzej Mencwel (Kształtowanie myśli krytycznej, Warszawa 1976), Andrzej Walicki (Drogi myśli, Warszawa 1977), Leszek Kołakowski, Maria Janion czy Adam Michnik, by wymienić tylko najważniejszych, w tym tych, którzy poświęcili Brzozowskiemu osobne monografie. Wydaniem Głosów wśród nocy oraz równoczesnym wznowieniem jego powieści Płomienie (Seria Kanon) pragniemy wznowić dyskusję na temat myśli Stanisława Brzozowskiego.",2007,318,"[['Stanisław Brzozowski (1878-1911)\u2009–\u2009myśliciel, powieściopisarz, dramaturg, krytyk literacki\u2009–\u2009i drapieżny publicysta polityczny. Patron Krytyki Politycznej wyprzedził swoją epokę i zainspirował kilka pokoleń polskiej inteligencji, nie tylko z lewej, ale i z prawej strony barykady. Inspirowany marksizmem i myślą Nietzschego, tradycją romantyczną i katolickim modernizmem, filozofią europejską i literaturą rosyjską, autor legendarnych Płomieni walczył piórem przez całe życie.']]"
"
Góry Parnasu
",['Czesław Miłosz'],"Góry Parnasu, niewydane dotychczas dzieło Czesława Miłosza, to nie tylko kolejny rozdział „wielkiej realistycznej powieści”, którą laureat Nagrody Nobla pisał przez całe życie. To także ewenement gatunkowy w jego twórczości – powieść science-fiction, a przy tym jeden z najważniejszych tekstów dotyczących kryzysu współczesnej cywilizacji. Ukazuje świat zatomizowanych jednostek, pogrążonych w obsesyjnym „zabijaniu czasu”, bez zdolności do empatii, a nawet wzajemnej komunikacji idei. Zarządzani przez technokratyczną kastę uprzywilejowanych, bohaterowie miotają się między konformizmem pozbawionej sensu konsumpcji, nihilistycznym terrorem a samobójstwem.  Pisana w końcu lat 60. powieść ukazuje apokaliptyczny świat przyszłości, która właśnie staje się teraźniejszością – science-fiction „chwyta rzeczywistość” trafniej i bardziej wnikliwie niż niejedna tradycyjna powieść społeczna czy polityczna. Autobiograficzne aluzje i liczne odniesienia do epoki (od Freuda i Herberta Marcuse, przez rewoltę roku 1968 aż po kościelne aggiornamento i Jana XXIII) składają się na gorzki, utrzymany w duchu Huxley'owskiego Nowego wspaniałego świata raport ze stanu naszej cywilizacji. W poczuciu kryzysu powieściowej formy w XX wieku, Miłosz świadomie i celowo nie ukończył swego dzieła. Pozostawił nam jednak otwarte pytanie o możliwość świata lepszego niż jest – i nadzieję, że możliwa jest wiara w świecie bez Boga. Wiara w samą możliwość – w coś, czego nie ma, ale stać się może.",2013,0,"[['Czesław Miłosz (1911-2004)', 'poeta, pisarz, eseista, dyplomata, z wykształcenia prawnik, absolwent Uniwersytetu im. Stefana Batorego w Wilnie; laureat Nagrody Nobla w dziedzinie literatury (1980), kawaler Orderu Orła Białego. W okresie przedwojennym debiutował jako poeta, członek lewicującej grupy wileńskiej „Żagary”, po wojnie służył w dyplomacji PRL. Od roku 1951 pozostawał na emigracji politycznej na Zachodzie, stale współpracował z paryską „Kulturą”, wykładał na wielu uniwersytetach, w tym stale jako profesor na Uniwersytecie Kalifornijskim w Berkeley, wspierał opozycję demokratycznej w Polsce. Autor licznych tomów poezji (m.in. Trzy zimy, Ocalenie, Hymn o perle, Nieobjęta ziemia), esejów (Zniewolony umysł, Rok myśliwego, Rodzinna Europa, Ziemia Ulro, Legendy nowoczesności), a także powieści Zdobycie władzy oraz Historii literatury polskiej. Nakładem Krytyki Politycznej ukazało się wznowienie jego książki Człowiek wśród skorpionów, niewydana wcześniej powieść science-fiction Góry Parnasuoraz książka Miłosz. Przewodnik Krytyki Politycznej.']]"
"
Graff. Jestem stąd
","['Michał Sutowski', 'Agnieszka Graff']","Feministka na placu zabaw, niania w Nowym Jorku, intelektualistka wszędzie– a do tego działaczka Kongresu Kobiet i autorka Świata bez kobiet, książki przełomowej dla debaty o Polsce czasów transformacji. Agnieszka Graff, jedna z najbardziej wyrazistych publicystek ostatnich lat, opowiada historię polskiego ruchu kobiecego, pokazuje zderzenie amerykańskiego campusu z wschodnioeuropejskim „patriarchatem po Seksmisji”, rysuje mapę dylematów współczesnego feminizmu. Jestem stąd to historia dojrzewania od młodzieńczego katolicyzmu i antykomunizmu, przez liberalny indywidualizm aż po lewicowy projekt opiekuńczej Matczyzny wszystkich Polaków, Polek i nie tylko.",2014,400,"[['Michał Sutowski (1985)', 'politolog, publicysta, tłumacz; absolwent kolegium MISH UW, autor wywiadu-rzeki z Agatą Bielik-Robson żyj i pozwól żyć, z Ludwiką Wujec Związki przyjacielskie oraz z Agnieszką Graff Jestem stąd ; redaktorm.in.Pism politycznychJacka Kuronia, a takżePism politycznychStanisława Brzozowskiego, tłumaczyłm.in. książki Manuela Castellsa, Ulricha Becka, Haralda Welzera, Borisa Budena, Michaela Kazina, Roberta Skidelskiego, Marci Shore oraz Iwana Krastewa. Pracownik Instytutu Studiów Zaawansowanych, od roku 2007 członek zespołu Krytyki Politycznej.'], ['Agnieszka Graff', 'pisarka, publicystka, feministka, amerykanistka, wykładowczyni Ośrodka Studiów Amerykańskich i Gender Studies UW, współtwórczyni Kongresu Kobiet, autorka m.in. książek Świat bez kobiet (2001), Rykoszetem (2008), Magma (2010), Matka feministka (2014). Bohaterka wywiadu rzeki Graff. Jestem stąd (2014). Mama Stasia.']]"
"
Hegel, Haiti i historia uniwersalna
",['Susan Buck-Morss'],"Kiedy w 2000. roku Susan Buck-Morss opublikowała w „Critical Inquiry” artykuł pt. Hegel i Haiti, wzbudził on ogromne zainteresowanie i wywołał falę krytyki. Autorkę chwalono za spektakularną krytykę eurocentryzmu, ganiono zaś za ożywanie idei humanizmu i historii uniwersalnej. Książka Hegel, Haiti i historia uniwersalna, która powstała w odpowiedzi na krytykę, burzy nasze wyobrażenia o nowoczesności, historii, wolności. Jest ciosem wymierzonym w kanoniczny model uprawiania humanistyki. Autorka przekonuje, że dla wielu oświeceniowych filozofów, jak Hobbes, Locke, Rousseau a wreszcie Kant, niewolnictwo pozostawało abstrakcyjną ideą i to na tej abstrakcyjnej idei, nie rzeczywistym, historycznym doświadczeniu niewolnictwa, tworzyli swoje koncepcje wolności. Filozofowie pozostawali ślepi na otaczającą ich rzeczywistość polityczną, społeczną i gospodarczą. Hegel pod pewnym względem stanowi wyjątek i dlatego staje się głównym bohaterem jej książki. Celem Buck-Morss jest poszerzenie granic naszej wyobraźni historycznej, co służyć ma wyzwoleniu się z zaklętego kręgu przemocy. Niewiele jest tak niepozornych książek, które pomieściłyby tyle fascynujących opowieści, nowych interpretacji, tak pobudzały do myślenia i rozpalały wyobraźnię.",2014,160,"[['Susan Buck-Morss', 'profesorka w CUNY Graduate Center, w Nowym Jorku, Professor Emeritus na Cornell University w Ithace. Studiowała przede wszystkim kontynentalną teorię krytyczną, specjalizowała się w myślicielach Szkoły Frankfurckiej. Jej liczne prace naukowe, książki i artykuły czerpią z wielu dyscyplin, m.in. historii sztuki, studiów nad kulturą wizualną, architektury, nauk politycznych, historii, filozofii i politologii. Autorka m.in. książek The Origin of Negative Dialectics (1977), The Dialectics of Seeing (1991), Dreamworld and Catastrophe (2002), Thinking Past Terror (2003).']]"
"
Herzog. Przewodnik Krytyki Politycznej
",['Opracowanie Zbiorowe'],"Opowieść o życiu, filmach i polskiej recepcji Wernera Herzoga. Czy Herzog jest ostatnim artystycznym kontynuatorem niemieckiego romantyzmu? Jaki jest jego stosunek do rewolucji 1968? Czym różni się według niego prawda od faktu i jakie ma to znaczenie dla filmu dokumentalnego? Maria Janion opowiada Kazimierze Szczuce, w jaki sposób filmy Herzoga stały się tematem jej słynnego gdańskiego seminarium. Piotr Kletowskimówi o projekcie ukrytym w filmach Herzoga z Klausem Kinskim. ArturŻmijewski wyciąga Herzoga z kina, a Benjamin Noys interpretuje słynną bijatykę między Herzogiem a Kinskim jako sprzeczkę filozoficzną. Kamera to narzędzie poznawcze. Zadajesz pytanie, czekasz na odpowiedź, a rzeczywistość jej udziela. Kamera jest pośrednikiem – ona widzi i zapisuje tę odpowiedź. Herzog ma niezwykły, zwrotny kontakt z rzeczywistością, bo ona wie, że on czeka na jej odpowiedź. Artur Żmijewski (fragment książki)",2010,192,[['']]
"
Innym głosem. Teoria psychologiczna a rozwój...
",['Carol Gilligan'],"Analizując badania, których przedmiotem były kobiety, autorka pokazuje różnice między rozwojem kobiet i mężczyzn dowodząc, że kobiety inaczej patrzą na kwestie moralności, niezależności i związków niż mężczyźni.  Innym głosem Carol Gilligan wprowadziła do nauk społecznych głos kobiet mówiących we własnym imieniu i w zgodzie z własnym „ja”. Dotąd psychologia wywodziła koncepcje rozwoju lub zdrowia psychicznego człowieka z badań nad mężczyznami.  Zdaniem Gilligan w tym tkwi niezrozumienie kobiecej psychologii, przekonań i osobowości. Analizując badania, których przedmiotem były kobiety, autorka pokazuje różnice między rozwojem kobiet i mężczyzn dowodząc, że kobiety inaczej patrzą na kwestie moralności, niezależności i związków niż mężczyźni. Gdy wyrwie się ich doświadczenia z ciasnych ram teorii napisanych przez mężczyzn o mężczyznach, powstaje całkiem nowa perspektywa.",2015,0,"[['Carol Gilligan (ur. 1936) - amerykańska feministka, psycholożka rozwojowa, filozofka, pisarka, badaczka zajmująca się teorią feminizmu różnicy. Profesorka na Uniwersytecie Nowojorskim, autorka m.in. książek Between Voice and Silence: Women and Girls, Race and Relationships (wspólnie z Jill McLean Taylor i Amy Sullivan, 1995) i The Birth of Pleasure (2002). Uznana przez magazyn „Time” za jednego z 25 najbardziej wpływowych ludzi w Ameryce.']]"
"
Jak zmienić świat. Marks i marksizm 1840-2011
",['Eric Hobsbawm'],"W swojej ostatniej pracy słynny brytyjski historyk, Eric Hobsbawm, pokazuje, jak świat zmieniła myśl Marksa, jego uczniów i dyskutujących z nim krytyków. Bo Idee też zmieniają rzeczywistość. Jak zmienić świat to fascynująca intelektualna biografia marksizmu. Książka przedstawia kształtowanie się myśli Marksa i Engelsa oraz jej różnorodną recepcję. Autor pokazuje, jak myśl tę rozumiano wśród pierwszych rewolucjonistów, w ruchu robotniczym XIX wieku, u bolszewików i w zachodnich socjaldemokracjach. Opisuje, jak Marksa czytali wiktoriańscy ekonomiści w gotyckich gmaszyskach Cambridge i Oksfordu, francuscy pionierzy socjologii z III Republiki, polscy i rosyjscy inteligenci więzieni przez carat w Cytadeli i Szlissenburgu. Przedstawia też sylwetki najważniejszych czytelników autora Kapitału: Róży Luksemburg, György’ego Lukácsa, Antonio Gramsciego.  Hobsbawm nie unika trudnych pytań o realny socjalizm. Przeprowadza historię marksizmu przez cały wiek XX, aż do XXI. Bo dziś, zdaniem autora, Marks i jego myśli są żywe i potrzebne jak nigdy wcześniej. ",2013,461,"[['Eric Hobsbawm (1917–2012)', 'brytyjski historyk austriackiego pochodzenia, członek Akademii Brytyjskiej, długoletni wykładowca Birkbeck College na Uniwersytecie Londyńskim. Wybitny badacz historii nowoczesnej, zwłaszcza XIX i XX wieku, teoretyk nacjonalizmu (autor pojęcia „wynalezionych tradycji”), historyk idei. Jego wielka, trzytomowa praca – Wiek rewolucji, Wiek kapitału i Wiek imperium – poświęcona historii „długiego wieku XIX” (1789–1914) uważana jest za jedną z najważniejszych pozycji w historiografii tego okresu.foto:Jerry Bauer']]"
